"X1","ids_lookup","sunburst_wheel","ids","selector","labels","risk","titles","parents","values","node","element","link"
229,"K15_1",1,"K15","Kell - none","K15","None - ""no published reports of association with HDFN""","K15","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
230,"K16_1",1,"K16","Kell - none","K16","None - ""no published reports of association with HDFN""","K16","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
231,"K17_1",1,"K17","Kell - none","K17","None - ""no published reports of association with HDFN""","K17","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
232,"K18_1",1,"K18","Kell - none","K18","None - ""no published reports of association with HDFN""","K18","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
233,"K19_1",1,"K19","Kell - none","K19","None - ""no published reports of association with HDFN""","K19","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
234,"K20_1",1,"K20","Kell - none","K20","None - ""no published reports of association with HDFN""","K20","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
235,"K21_1",1,"K21","Kell - none","K21","None - ""no published reports of association with HDFN""","K21","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
236,"K23_1",1,"K23","Kell - none","K23","None - ""no published reports of association with HDFN""","K23","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
237,"K24_1",1,"K24","Kell - none","K24","None - ""no published reports of association with HDFN""","K24","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
238,"VLAN_1",1,"VLAN","Kell - none","VLAN","None - ""no published reports of association with HDFN""","VLAN","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
239,"TOU_1",1,"TOU","Kell - none","TOU","None - ""no published reports of association with HDFN""","TOU","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
240,"RAZ_1",1,"RAZ","Kell - none","RAZ","None - ""no published reports of association with HDFN""","RAZ","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
241,"KUCI_1",1,"KUCI","Kell - none","KUCI","None - ""no published reports of association with HDFN""","KUCI","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
242,"KANT_1",1,"KANT","Kell - none","KANT","None - ""no published reports of association with HDFN""","KANT","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
243,"KASH_1",1,"KASH","Kell - none","KASH","None - ""no published reports of association with HDFN""","KASH","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
244,"VONG_1",1,"VONG","Kell - none","VONG","None - ""no published reports of association with HDFN""","VONG","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
245,"KALT_1",1,"KALT","Kell - none","KALT","None - ""no published reports of association with HDFN""","KALT","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
246,"KTIM_1",1,"KTIM","Kell - none","KTIM","None - ""no published reports of association with HDFN""","KTIM","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
247,"KYO_1",1,"KYO","Kell - none","KYO","None - ""no published reports of association with HDFN""","KYO","Kell - none",0.0350631136044881,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
248,"Kn<sup>a</sup>_1",1,"Kn<sup>a</sup>","Knops - none","Kn<sup>a</sup>","None - ""no published reports of association with HDFN""","Kn<sup>a</sup>","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
249,"Kn<sup>b</sup>_1",1,"Kn<sup>b</sup>","Knops - none","Kn<sup>b</sup>","None - ""no published reports of association with HDFN""","Kn<sup>b</sup>","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
250,"McC<sup>a</sup>_1",1,"McC<sup>a</sup>","Knops - none","McC<sup>a</sup>","None - ""no published reports of association with HDFN""","McC<sup>a</sup>","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
251,"SI1_1",1,"SI1","Knops - none","SI1","None - ""no published reports of association with HDFN""","SI1","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
252,"Yk<sup>a</sup>_1",1,"Yk<sup>a</sup>","Knops - none","Yk<sup>a</sup>","None - ""no published reports of association with HDFN""","Yk<sup>a</sup>","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
253,"SI2_1",1,"SI2","Knops - none","SI2","None - ""no published reports of association with HDFN""","SI2","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
254,"SI3_1",1,"SI3","Knops - none","SI3","None - ""no published reports of association with HDFN""","SI3","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
255,"KCAM_1",1,"KCAM","Knops - none","KCAM","None - ""no published reports of association with HDFN""","KCAM","Knops - none",0.100806451612903,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
256,"Kx_1",1,"Kx","Kx - none","Kx","None - ""no published reports of association with HDFN""","Kx","Kx - none",0.806451612903226,"1","p","https://en.wikipedia.org/wiki/XK_(protein)"
257,"LW<sup>a</sup>_1",1,"LW<sup>a</sup>","Landsteiner_Weiner - none","LW<sup>a</sup>","None - ""no published reports of association with HDFN""","LW<sup>a</sup>","Landsteiner_Weiner - none",0.268817204301075,"1, 7","p","https://en.wikipedia.org/wiki/ICAM4"
258,"LW<sup>ab</sup>_1",1,"LW<sup>ab</sup>","Landsteiner_Weiner - none","LW<sup>ab</sup>","None - ""no published reports of association with HDFN""","LW<sup>ab</sup>","Landsteiner_Weiner - none",0.268817204301075,"1, 7","p","https://en.wikipedia.org/wiki/ICAM5"
259,"LW<sup>b</sup>_1",1,"LW<sup>b</sup>","Landsteiner_Weiner - none","LW<sup>b</sup>","None - ""no published reports of association with HDFN""","LW<sup>b</sup>","Landsteiner_Weiner - none",0.268817204301075,"1, 7","p","https://en.wikipedia.org/wiki/ICAM6"
260,"Le<sup>a</sup>_1",1,"Le<sup>a</sup>","Lewis - none","Le<sup>a</sup>","None - ""no published reports of association with HDFN""","Le<sup>a</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
261,"Le<sup>b</sup>_1",1,"Le<sup>b</sup>","Lewis - none","Le<sup>b</sup>","None - ""no published reports of association with HDFN""","Le<sup>b</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
262,"Le<sup>ab</sup>_1",1,"Le<sup>ab</sup>","Lewis - none","Le<sup>ab</sup>","None - ""no published reports of association with HDFN""","Le<sup>ab</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
263,"Le<sup>bH</sup>_1",1,"Le<sup>bH</sup>","Lewis - none","Le<sup>bH</sup>","None - ""no published reports of association with HDFN""","Le<sup>bH</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
264,"Ale<sup>b</sup>_1",1,"Ale<sup>b</sup>","Lewis - none","Ale<sup>b</sup>","None - ""no published reports of association with HDFN""","Ale<sup>b</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
265,"Ble<sup>b</sup>_1",1,"Ble<sup>b</sup>","Lewis - none","Ble<sup>b</sup>","None - ""no published reports of association with HDFN""","Ble<sup>b</sup>","Lewis - none",0.134408602150538,"20, 21, 22","p","https://en.wikipedia.org/wiki/Lewis_antigen_system"
266,"Lu<sup>b</sup>_1",1,"Lu<sup>b</sup>","Lutheran - none","Lu<sup>b</sup>","None - ""no published reports of association with HDFN""","Lu<sup>b</sup>","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
267,"Lu3_1",1,"Lu3","Lutheran - none","Lu3","None - ""no published reports of association with HDFN""","Lu3","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
268,"Lu4_1",1,"Lu4","Lutheran - none","Lu4","None - ""no published reports of association with HDFN""","Lu4","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
269,"Lu5_1",1,"Lu5","Lutheran - none","Lu5","None - ""no published reports of association with HDFN""","Lu5","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
270,"Lu6_1",1,"Lu6","Lutheran - none","Lu6","None - ""no published reports of association with HDFN""","Lu6","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
271,"Lu7_1",1,"Lu7","Lutheran - none","Lu7","None - ""no published reports of association with HDFN""","Lu7","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
272,"Lu8_1",1,"Lu8","Lutheran - none","Lu8","None - ""no published reports of association with HDFN""","Lu8","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
273,"Lu9_1",1,"Lu9","Lutheran - none","Lu9","None - ""no published reports of association with HDFN""","Lu9","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
274,"Lu10_1",1,"Lu10","Lutheran - none","Lu10","None - ""no published reports of association with HDFN""","Lu10","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
275,"Lu11_1",1,"Lu11","Lutheran - none","Lu11","None - ""no published reports of association with HDFN""","Lu11","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
276,"Lu12_1",1,"Lu12","Lutheran - none","Lu12","None - ""no published reports of association with HDFN""","Lu12","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
277,"Lu13_1",1,"Lu13","Lutheran - none","Lu13","None - ""no published reports of association with HDFN""","Lu13","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
278,"Lu14_1",1,"Lu14","Lutheran - none","Lu14","None - ""no published reports of association with HDFN""","Lu14","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
279,"Lu15_1",1,"Lu15","Lutheran - none","Lu15","None - ""no published reports of association with HDFN""","Lu15","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
280,"Lu16_1",1,"Lu16","Lutheran - none","Lu16","None - ""no published reports of association with HDFN""","Lu16","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
281,"Lu17_1",1,"Lu17","Lutheran - none","Lu17","None - ""no published reports of association with HDFN""","Lu17","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
282,"Au<sup>a</sup>_1",1,"Au<sup>a</sup>","Lutheran - none","Au<sup>a</sup>","None - ""no published reports of association with HDFN""","Au<sup>a</sup>","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
283,"Au<sup>b</sup>_1",1,"Au<sup>b</sup>","Lutheran - none","Au<sup>b</sup>","None - ""no published reports of association with HDFN""","Au<sup>b</sup>","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
284,"Lu20_1",1,"Lu20","Lutheran - none","Lu20","None - ""no published reports of association with HDFN""","Lu20","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
285,"Lu21_1",1,"Lu21","Lutheran - none","Lu21","None - ""no published reports of association with HDFN""","Lu21","Lutheran - none",0.0403225806451613,"1, 2, 3","p","https://en.wikipedia.org/wiki/Lutheran_antigen_system"
286,"Mi<sup>b</sup>_1",1,"Mi<sup>b</sup>","Mittenberger - none","Mi<sup>b</sup>","None - ""no published reports of association with HDFN""","Mi<sup>b</sup>","Mittenberger - none",0.806451612903226,"1","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
287,"Dantu_1",1,"Dantu","MNSs - none","Dantu","None - ""no published reports of association with HDFN""","Dantu","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
288,"Hop_1",1,"Hop","MNSs - none","Hop","None - ""no published reports of association with HDFN""","Hop","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
289,"Nob_1",1,"Nob","MNSs - none","Nob","None - ""no published reports of association with HDFN""","Nob","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
290,"En<sup>a</sup>_1",1,"En<sup>a</sup>","MNSs - none","En<sup>a</sup>","None - ""no published reports of association with HDFN""","En<sup>a</sup>","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
291,"En<sup>a</sup>KT_1",1,"En<sup>a</sup>KT","MNSs - none","En<sup>a</sup>KT","None - ""no published reports of association with HDFN""","En<sup>a</sup>KT","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
292,"N'_1",1,"N'","MNSs - none","N'","None - ""no published reports of association with HDFN""","N'","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
293,"DANE_1",1,"DANE","MNSs - none","DANE","None - ""no published reports of association with HDFN""","DANE","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
294,"TSEN_1",1,"TSEN","MNSs - none","TSEN","None - ""no published reports of association with HDFN""","TSEN","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
295,"MINY_1",1,"MINY","MNSs - none","MINY","None - ""no published reports of association with HDFN""","MINY","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
296,"SAT ERIK_1",1,"SAT ERIK","MNSs - none","SAT ERIK","None - ""no published reports of association with HDFN""","SAT ERIK","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
297,"Os<sup>a</sup>_1",1,"Os<sup>a</sup>","MNSs - none","Os<sup>a</sup>","None - ""no published reports of association with HDFN""","Os<sup>a</sup>","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
298,"ENEP_1",1,"ENEP","MNSs - none","ENEP","None - ""no published reports of association with HDFN""","ENEP","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
299,"ENEH_1",1,"ENEH","MNSs - none","ENEH","None - ""no published reports of association with HDFN""","ENEH","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
300,"HAG_1",1,"HAG","MNSs - none","HAG","None - ""no published reports of association with HDFN""","HAG","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
301,"ENAV_1",1,"ENAV","MNSs - none","ENAV","None - ""no published reports of association with HDFN""","ENAV","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
302,"MARS_1",1,"MARS","MNSs - none","MARS","None - ""no published reports of association with HDFN""","MARS","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
303,"ENDA_1",1,"ENDA","MNSs - none","ENDA","None - ""no published reports of association with HDFN""","ENDA","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
304,"ENEV_1",1,"ENEV","MNSs - none","ENEV","None - ""no published reports of association with HDFN""","ENEV","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
305,"MNTD_1",1,"MNTD","MNSs - none","MNTD","None - ""no published reports of association with HDFN""","MNTD","MNSs - none",0.0424448217317487,"1, 2, 7, 8","p","https://en.wikipedia.org/wiki/MNS_antigen_system"
306,"Ok<sup>a</sup>_1",1,"Ok<sup>a</sup>","Ok - none","Ok<sup>a</sup>","None - ""no published reports of association with HDFN""","Ok<sup>a</sup>","Ok - none",0.806451612903226,"13","p","https://en.wikipedia.org/wiki/Basigin"
307,"P_1",1,"P","P1Pk - none","P","None - ""no published reports of association with HDFN""","P","P1Pk - none",0.268817204301075,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
308,"P1_1",1,"P1","P1Pk - none","P1","None - ""no published reports of association with HDFN""","P1","P1Pk - none",0.268817204301075,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
309,"Pk_1",1,"Pk","P1Pk - none","Pk","None - ""no published reports of association with HDFN""","Pk","P1Pk - none",0.268817204301075,"8","ul","https://en.wikipedia.org/wiki/P1PK_blood_group_system"
310,"MER2_1",1,"MER2","Raph - none","MER2","None - ""no published reports of association with HDFN""","MER2","Raph - none",0.806451612903226,"12","p","https://en.wikipedia.org/wiki/CD151"
311,"Rh39_1",1,"Rh39","Rhesus - none","Rh39","None - ""no published reports of association with HDFN""","Rh39","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
312,"Rh41_1",1,"Rh41","Rhesus - none","Rh41","None - ""no published reports of association with HDFN""","Rh41","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
313,"Rh42_1",1,"Rh42","Rhesus - none","Rh42","None - ""no published reports of association with HDFN""","Rh42","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
314,"Crawford_1",1,"Crawford","Rhesus - none","Crawford","None - ""no published reports of association with HDFN""","Crawford","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
315,"Nou_1",1,"Nou","Rhesus - none","Nou","None - ""no published reports of association with HDFN""","Nou","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
316,"Riv_1",1,"Riv","Rhesus - none","Riv","None - ""no published reports of association with HDFN""","Riv","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
317,"Sec_1",1,"Sec","Rhesus - none","Sec","None - ""no published reports of association with HDFN""","Sec","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
318,"CELO_1",1,"CELO","Rhesus - none","CELO","None - ""no published reports of association with HDFN""","CELO","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
319,"Dav_1",1,"Dav","Rhesus - none","Dav","None - ""no published reports of association with HDFN""","Dav","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
320,"STEM_1",1,"STEM","Rhesus - none","STEM","None - ""no published reports of association with HDFN""","STEM","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
321,"FPTT_1",1,"FPTT","Rhesus - none","FPTT","None - ""no published reports of association with HDFN""","FPTT","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
322,"MARS_1",1,"MARS","Rhesus - none","MARS","None - ""no published reports of association with HDFN""","MARS","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
323,"BARC_1",1,"BARC","Rhesus - none","BARC","None - ""no published reports of association with HDFN""","BARC","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
324,"JAHK_1",1,"JAHK","Rhesus - none","JAHK","None - ""no published reports of association with HDFN""","JAHK","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
325,"DAK_1",1,"DAK","Rhesus - none","DAK","None - ""no published reports of association with HDFN""","DAK","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
326,"LOCR_1",1,"LOCR","Rhesus - none","LOCR","None - ""no published reports of association with HDFN""","LOCR","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
327,"CENR_1",1,"CENR","Rhesus - none","CENR","None - ""no published reports of association with HDFN""","CENR","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
328,"CEST_1",1,"CEST","Rhesus - none","CEST","None - ""no published reports of association with HDFN""","CEST","Rhesus - none",0.0448028673835125,"1, 18, 19","p","https://en.wikipedia.org/wiki/Rh_blood_group_system"
329,"Duclos_1",1,"Duclos","RHAG - none","Duclos","None - ""no published reports of association with HDFN""","Duclos","RHAG - none",0.268817204301075,"12, 13","p","https://en.wikipedia.org/wiki/RHAG"
330,"OI<sup>a</sup>_1",1,"OI<sup>a</sup>","RHAG - none","OI<sup>a</sup>","None - ""no published reports of association with HDFN""","OI<sup>a</sup>","RHAG - none",0.268817204301075,"12","p","https://en.wikipedia.org/wiki/RHAG"
331,"Duclos_like_1",1,"Duclos_like","RHAG - none","Duclos_like","None - ""no published reports of association with HDFN""","Duclos_like","RHAG - none",0.268817204301075,"12, 13","p","https://en.wikipedia.org/wiki/RHAG"
332,"SC1_1",1,"SC1","Scianna - none","SC1","None - ""no published reports of association with HDFN""","SC1","Scianna - none",0.161290322580645,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
333,"SC3_1",1,"SC3","Scianna - none","SC3","None - ""no published reports of association with HDFN""","SC3","Scianna - none",0.161290322580645,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
334,"STAR_1",1,"STAR","Scianna - none","STAR","None - ""no published reports of association with HDFN""","STAR","Scianna - none",0.161290322580645,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
335,"SCER_1",1,"SCER","Scianna - none","SCER","None - ""no published reports of association with HDFN""","SCER","Scianna - none",0.161290322580645,"1","p","https://en.wikipedia.org/wiki/Scianna_antigen_system"
336,"SCAN_1",1,"SCAN","Scianna - none","SCAN","None - ""no published reports of association with HDFN""","SCAN","Scianna - none",0.161290322580645,"1","p","https://en.wikipedia.org/wiki/Yt_antigen_system"
337,"Yt<sup>a</sup>_1",1,"Yt<sup>a</sup>","Yt(Cartwright) - none","Yt<sup>a</sup>","None - ""no published reports of association with HDFN""","Yt<sup>a</sup>","Yt(Cartwright) - none",0.403225806451613,"1","p","https://en.wikipedia.org/wiki/Yt_antigen_system"
338,"Yt<sup>b</sup>_1",1,"Yt<sup>b</sup>","Yt(Cartwright) - none","Yt<sup>b</sup>","None - ""no published reports of association with HDFN""","Yt<sup>b</sup>","Yt(Cartwright) - none",0.403225806451613,"1","p","https://en.wikipedia.org/wiki/Yt_antigen_system"
339,"CD99_1",1,"CD99","Xg - none","CD99","None - ""no published reports of association with HDFN""","CD99","Xg - none",0.806451612903226,"1, 2","p","https://en.wikipedia.org/wiki/Xg_antigen_system"
340,"Cs<sup>a</sup>_1",1,"Cs<sup>a</sup>","Cost - none","Cs<sup>a</sup>","None - ""no published reports of association with HDFN""","Cs<sup>a</sup>","Cost - none",0.403225806451613,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
341,"CS<sup>b</sup>_1",1,"CS<sup>b</sup>","Cost - none","CS<sup>b</sup>","None - ""no published reports of association with HDFN""","CS<sup>b</sup>","Cost - none",0.403225806451613,"4","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
342,"Er<sup>a</sup>_1",1,"Er<sup>a</sup>","Er - none","Er<sup>a</sup>","None - ""no published reports of association with HDFN""","Er<sup>a</sup>","Er - none",0.268817204301075,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
343,"Er<sup>b</sup>_1",1,"Er<sup>b</sup>","Er - none","Er<sup>b</sup>","None - ""no published reports of association with HDFN""","Er<sup>b</sup>","Er - none",0.268817204301075,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
344,"ABTI_1",1,"ABTI","Er - none","ABTI","None - ""no published reports of association with HDFN""","ABTI","Er - none",0.268817204301075,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
345,"AnWj_1",1,"AnWj","High_prevalence_antigen - none","AnWj","None - ""no published reports of association with HDFN""","AnWj","High_prevalence_antigen - none",0.161290322580645,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
346,"Emm_1",1,"Emm","High_prevalence_antigen - none","Emm","None - ""no published reports of association with HDFN""","Emm","High_prevalence_antigen - none",0.161290322580645,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
347,"MAM_1",1,"MAM","High_prevalence_antigen - none","MAM","None - ""no published reports of association with HDFN""","MAM","High_prevalence_antigen - none",0.161290322580645,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
348,"PEL_1",1,"PEL","High_prevalence_antigen - none","PEL","None - ""no published reports of association with HDFN""","PEL","High_prevalence_antigen - none",0.161290322580645,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
349,"Sd<sup>a</sup>_1",1,"Sd<sup>a</sup>","High_prevalence_antigen - none","Sd<sup>a</sup>","None - ""no published reports of association with HDFN""","Sd<sup>a</sup>","High_prevalence_antigen - none",0.161290322580645,"7","p","https://en.wikipedia.org/wiki/Sid_blood_group_system"
350,"Chr<sup>a</sup>_1",1,"Chr<sup>a</sup>","Low_prevalence_antigen - none","Chr<sup>a</sup>","None - ""no published reports of association with HDFN""","Chr<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
351,"Bi_1",1,"Bi","Low_prevalence_antigen - none","Bi","None - ""no published reports of association with HDFN""","Bi","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
352,"Bx<sup>a</sup>_1",1,"Bx<sup>a</sup>","Low_prevalence_antigen - none","Bx<sup>a</sup>","None - ""no published reports of association with HDFN""","Bx<sup>a</sup>","Low_prevalence_antigen - none",0.0576036866359447,"8","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
